O*NET-SOC Code,Title,A: Arm-Hand Steadiness,A: Auditory Attention,A: Category Flexibility,A: Control Precision,A: Deductive Reasoning,A: Depth Perception,A: Dynamic Flexibility,A: Dynamic Strength,A: Explosive Strength,A: Extent Flexibility,A: Far Vision,A: Finger Dexterity,A: Flexibility of Closure,A: Fluency of Ideas,A: Glare Sensitivity,A: Gross Body Coordination,A: Gross Body Equilibrium,A: Hearing Sensitivity,A: Inductive Reasoning,A: Information Ordering,A: Manual Dexterity,A: Mathematical Reasoning,A: Memorization,A: Multilimb Coordination,A: Near Vision,A: Night Vision,A: Number Facility,A: Oral Comprehension,A: Oral Expression,A: Originality,A: Perceptual Speed,A: Peripheral Vision,A: Problem Sensitivity,A: Rate Control,A: Reaction Time,A: Response Orientation,A: Selective Attention,A: Sound Localization,A: Spatial Orientation,A: Speech Clarity,A: Speech Recognition,A: Speed of Closure,A: Speed of Limb Movement,A: Stamina,A: Static Strength,A: Time Sharing,A: Trunk Strength,A: Visual Color Discrimination,A: Visualization,A: Wrist-Finger Speed,A: Written Comprehension,A: Written Expression,S: Active Learning,S: Active Listening,S: Complex Problem Solving,S: Coordination,S: Critical Thinking,S: Equipment Maintenance,S: Equipment Selection,S: Installation,S: Instructing,S: Judgment and Decision Making,S: Learning Strategies,S: Management of Financial Resources,S: Management of Material Resources,S: Management of Personnel Resources,S: Mathematics,S: Monitoring,S: Negotiation,S: Operation and Control,S: Operations Analysis,S: Operations Monitoring,S: Persuasion,S: Programming,S: Quality Control Analysis,S: Reading Comprehension,S: Repairing,S: Science,S: Service Orientation,S: Social Perceptiveness,S: Speaking,S: Systems Analysis,S: Systems Evaluation,S: Technology Design,S: Time Management,S: Troubleshooting,S: Writing,Final_Cluster,Avg_Cluster_Labels,Ward_Cluster_Labels,Ward_Cluster
27-4011.00,Audio and Video Technicians,3.12,3.0,3.12,3.0,3.38,2.12,0.0,1.62,1.0,1.88,3.62,3.12,3.25,2.88,0.25,1.25,1.12,3.25,3.62,3.88,3.12,2.25,2.12,2.12,4.0,0.12,2.0,4.0,3.88,2.88,3.12,0.0,3.75,1.88,2.0,1.5,3.12,0.88,0.5,3.0,3.0,2.5,0.0,1.38,2.25,2.88,2.0,3.25,3.5,2.0,3.75,3.5,3.0,3.185,3.125,3.12,3.625,2.38,2.5,2.31,2.94,2.94,2.875,1.44,1.875,2.815,2.0,3.565,2.5,3.0,1.87,3.31,2.56,1.625,2.94,3.56,2.375,0.5,3.12,3.0,3.12,2.94,2.815,1.875,3.0,2.815,3.12,2,2,8,8
27-4012.00,Broadcast Technicians,2.75,3.0,3.12,3.0,3.62,2.12,0.0,1.12,0.25,1.38,3.5,3.0,3.25,3.0,0.75,1.0,0.75,3.0,3.12,3.12,2.38,2.12,2.88,2.62,4.0,0.75,2.12,4.0,4.0,3.0,3.25,0.75,3.75,1.88,2.62,2.0,3.88,0.75,0.75,3.0,3.62,2.88,0.0,1.12,2.12,2.5,2.0,3.38,3.12,1.38,3.5,3.0,3.12,3.62,3.25,3.0,3.565,3.0,2.875,2.0,2.69,3.12,2.94,1.565,1.81,2.75,2.815,3.56,2.25,3.0,2.06,3.56,2.38,2.0,3.065,3.37,2.685,1.44,2.315,3.0,3.185,2.94,2.815,2.25,3.12,3.06,3.185,2,2,8,8
27-4014.00,Sound Engineering Technicians,3.0,3.88,3.5,3.12,3.5,1.38,0.0,0.62,0.25,1.25,3.0,3.0,3.25,3.75,0.0,0.0,0.0,4.25,3.12,3.12,2.88,2.0,2.38,2.12,3.62,0.0,2.12,4.12,3.88,3.38,3.12,0.0,3.25,0.75,1.5,1.12,3.12,1.5,0.38,3.0,3.0,3.12,0.0,0.0,1.75,2.75,1.38,2.38,2.88,2.0,3.5,3.38,3.12,3.625,3.25,3.12,3.625,2.75,2.5,1.06,2.75,3.125,2.5,1.315,1.875,2.25,2.0,3.25,2.62,3.25,0.815,3.185,2.94,1.315,2.94,3.435,2.44,1.185,3.12,3.0,3.37,3.12,3.06,1.935,3.06,2.815,3.06,2,2,8,8
27-4021.00,Photographers,3.0,1.5,3.38,2.88,3.75,2.88,0.0,1.25,0.25,1.88,4.0,2.88,3.12,3.75,1.38,1.38,1.25,1.5,3.0,3.0,2.88,1.88,2.0,2.75,4.12,0.62,1.75,4.0,4.0,3.88,2.75,0.75,3.5,2.25,2.5,1.88,3.0,0.12,1.0,3.25,3.0,2.75,0.25,0.75,2.0,2.88,2.12,4.0,4.0,1.38,3.62,3.0,3.12,3.685,3.06,3.0,3.185,1.44,2.25,0.8799999999999999,2.88,3.06,2.88,1.25,1.5,2.815,1.875,3.12,2.815,2.125,2.815,2.435,2.94,1.12,2.5,3.12,1.125,1.625,3.185,3.06,3.5,2.44,2.38,1.75,3.0,1.935,2.88,2,2,8,8
27-4031.00,"Camera Operators, Television, Video, and Film",3.12,2.62,2.88,3.12,3.5,2.62,0.0,1.62,0.88,2.25,4.12,3.0,3.25,3.25,1.88,1.75,1.38,2.25,3.0,3.12,3.0,2.0,2.25,2.88,4.12,1.12,2.0,4.0,3.75,3.12,3.12,0.62,3.25,2.12,2.5,2.12,3.25,0.62,1.5,3.0,3.5,2.25,1.25,1.75,2.88,3.0,2.62,3.62,3.75,2.0,3.25,3.0,2.94,3.5,3.06,3.5,3.31,2.125,2.75,0.6200000000000001,2.565,3.185,2.815,1.25,1.75,2.625,1.94,3.12,2.44,2.88,2.12,2.94,2.88,0.94,2.94,3.25,2.13,0.5,2.88,3.12,3.185,2.185,2.185,2.0,3.12,2.25,2.88,2,2,8,8
27-4032.00,Film and Video Editors,2.38,2.12,3.62,2.25,3.5,0.88,0.0,0.0,0.0,0.25,3.25,2.88,3.12,3.5,0.0,0.0,0.0,2.0,3.38,3.88,2.12,2.0,2.5,0.12,4.0,0.0,2.0,4.0,4.0,3.62,3.12,0.0,3.38,0.62,0.38,0.0,3.25,0.25,0.0,3.12,3.12,2.88,0.0,0.0,0.0,2.38,1.12,3.25,3.75,0.88,4.0,3.62,3.25,3.75,3.185,3.0,3.5,0.94,1.5,0.5,2.5,3.12,2.685,1.25,1.185,2.065,1.815,3.0,2.56,1.565,2.06,2.185,2.875,1.06,2.44,3.565,0.94,0.5,2.56,2.88,3.25,2.815,2.685,1.565,3.06,1.565,3.12,0,0,0,0
29-1011.00,Chiropractors,3.0,1.75,3.88,2.75,4.38,1.88,0.0,2.25,0.5,3.12,2.12,3.0,3.25,3.12,0.0,2.12,1.5,1.75,4.38,3.88,3.0,2.75,2.75,3.0,3.12,0.0,2.75,4.75,4.25,3.12,2.88,0.0,4.75,0.75,1.5,1.88,2.88,0.0,0.0,3.38,3.62,3.12,1.12,2.0,3.0,2.62,3.0,1.5,3.0,1.75,4.25,4.0,3.63,4.0600000000000005,3.62,3.25,4.0,0.5,0.5,0.5,3.0,3.56,3.0,1.69,1.815,2.88,2.44,3.25,2.56,1.815,2.185,1.75,3.125,1.0,1.94,4.19,0.5,3.565,3.625,3.815,3.88,3.12,3.185,1.25,3.25,1.0,3.815,0,0,1,1
29-1021.00,"Dentists, General",4.62,2.75,4.0,5.62,4.88,3.0,0.12,1.75,0.0,3.0,2.88,4.75,3.75,3.75,0.0,1.0,1.0,2.88,5.25,4.0,4.62,3.12,2.75,3.75,4.88,0.0,3.0,5.0,4.62,3.88,3.12,0.0,5.12,2.25,2.88,2.88,3.88,0.0,1.5,3.38,3.88,3.5,0.12,1.25,2.0,3.12,2.12,3.62,3.75,2.88,4.25,3.62,4.19,4.0,4.0600000000000005,3.875,4.25,1.19,2.25,0.815,3.565,4.12,3.435,3.0,3.0,3.625,2.875,4.0,3.12,2.88,2.38,2.685,3.815,1.185,2.75,4.5,1.0,3.75,3.815,3.815,4.0,2.94,2.875,2.06,3.94,1.75,3.625,0,0,9,9
29-1022.00,Oral and Maxillofacial Surgeons,5.0,2.62,3.88,5.38,4.88,2.25,0.0,1.62,0.0,2.5,3.12,5.12,3.75,3.62,0.0,1.38,0.75,2.0,5.0,4.25,5.25,3.0,2.88,3.12,4.75,0.0,3.0,5.12,5.0,3.75,3.12,0.0,5.25,2.12,2.62,2.62,3.75,0.0,0.0,3.5,3.75,2.88,0.25,1.75,1.75,3.0,2.62,3.5,4.12,3.12,4.75,4.12,4.19,3.94,4.25,3.56,4.375,1.63,2.0,0.5,3.19,4.12,3.13,1.75,1.75,2.935,2.685,3.88,2.685,2.94,3.25,2.565,3.0,1.0,2.685,4.625,1.565,3.69,3.565,3.815,4.0,3.25,3.25,1.94,3.315,1.69,3.69,0,0,9,9
29-1023.00,Orthodontists,3.88,2.12,3.62,3.88,4.0,2.0,0.0,0.25,0.12,2.0,3.0,4.0,3.0,3.38,0.0,0.0,0.12,1.88,4.12,4.0,3.88,2.88,2.75,2.88,4.12,0.0,3.0,4.25,4.12,3.25,3.0,0.0,4.88,1.12,1.38,1.38,3.25,0.0,0.0,3.38,3.5,2.5,0.0,0.0,1.38,2.88,1.38,2.62,3.62,1.5,4.12,4.0,3.875,4.0,4.0,3.88,4.0,0.5,1.69,0.5,3.435,3.815,3.375,2.0,2.25,3.185,2.37,4.0,3.0,2.125,3.31,2.625,3.25,0.94,2.315,4.0,0.5,3.44,3.315,3.88,4.0,3.0,2.815,2.0,3.875,1.625,3.69,0,0,9,9
29-1024.00,Prosthodontists,4.0,2.0,3.12,4.0,4.0,2.0,0.0,1.12,0.38,2.12,2.88,4.12,3.0,3.38,0.5,1.0,1.12,2.12,4.0,3.38,3.62,2.75,2.12,2.75,4.38,0.5,2.25,4.12,4.0,3.12,2.88,0.5,4.12,1.88,2.0,1.75,3.0,0.62,0.62,3.0,3.62,2.38,0.0,0.88,1.75,3.0,2.0,3.12,3.88,1.88,4.12,3.88,3.125,4.0,3.815,3.0,4.0,1.5,1.81,0.75,3.12,3.38,2.94,2.0,2.12,3.0,2.31,3.685,2.75,2.185,3.065,2.75,2.94,1.315,2.75,3.75,1.5,3.0,3.185,3.56,4.0,2.75,2.75,1.94,3.25,2.12,3.44,0,0,9,9
29-1031.00,Dietitians and Nutritionists,0.0,2.0,4.12,0.0,4.12,0.75,0.0,0.12,0.0,0.12,2.88,1.62,2.88,3.62,0.0,0.0,0.0,1.5,4.12,4.0,0.25,3.12,2.88,0.0,3.75,0.0,3.0,4.88,4.88,3.88,2.88,0.0,4.0,0.0,0.0,0.0,2.88,0.0,0.0,4.0,3.88,2.62,0.12,0.0,0.12,2.25,1.5,2.38,2.5,0.38,4.25,4.25,3.87,4.0,4.0,3.815,4.0600000000000005,0.5,0.5,0.5,3.815,4.0,3.935,3.065,2.815,3.19,3.0,4.0,3.37,0.5,3.25,1.815,3.69,1.375,2.94,4.44,0.5,3.435,4.0,4.125,4.0600000000000005,3.31,3.435,1.5,3.375,1.06,4.065,0,0,11,11
29-1041.00,Optometrists,3.62,1.88,4.0,3.75,4.75,2.25,0.0,0.25,0.12,0.25,3.75,3.88,4.0,3.12,0.0,0.0,0.0,2.0,4.88,4.0,3.25,3.0,2.88,1.88,4.62,0.0,3.5,5.0,4.12,3.0,3.25,0.0,5.0,1.0,1.38,1.5,3.25,0.0,0.0,3.75,4.0,3.0,0.0,0.0,0.88,2.88,2.0,3.12,3.0,2.0,4.75,4.0,3.5,4.1850000000000005,3.63,3.44,4.1850000000000005,0.5,0.5,0.5,3.25,3.63,3.12,2.12,2.12,3.12,3.0,3.375,3.0,2.25,2.12,2.12,3.315,1.5,2.69,4.5,0.5,3.815,3.5,3.88,4.0,3.06,3.06,1.38,3.25,1.94,4.0,0,0,9,9
29-1051.00,Pharmacists,2.88,1.75,4.25,2.0,4.25,1.0,0.12,0.5,0.12,1.75,2.88,3.0,3.12,3.12,0.0,0.88,0.25,1.12,4.12,4.12,2.75,3.38,3.12,2.0,4.5,0.0,3.62,5.0,4.88,3.0,3.12,0.0,4.62,0.25,0.25,0.12,3.0,0.0,0.0,3.75,3.88,3.0,0.25,1.12,1.38,3.0,2.12,2.88,2.5,0.88,4.88,4.12,3.87,4.19,3.56,3.565,4.13,0.5,0.815,0.5,3.565,3.815,3.25,2.315,2.685,3.38,3.25,4.19,2.88,1.06,2.685,2.125,3.0,1.06,2.56,4.375,0.5,3.565,3.685,3.81,4.125,3.0,3.125,1.31,3.62,1.315,3.94,0,0,9,9
29-1071.00,Physician Assistants,3.0,2.0,3.88,2.0,4.38,1.88,0.0,1.88,1.25,2.0,3.0,3.0,3.75,3.25,0.0,2.0,1.25,2.0,4.88,4.0,2.38,3.0,2.88,2.12,4.0,0.0,3.0,5.0,4.62,3.0,3.0,0.0,4.75,0.0,1.0,0.62,3.0,0.0,0.0,3.5,4.0,3.0,0.88,1.88,2.12,2.75,2.75,3.0,2.88,0.38,4.5,4.12,4.0,4.0600000000000005,3.94,3.625,4.37,0.5,0.685,0.5,3.56,4.0600000000000005,3.25,1.685,1.875,3.0,3.0,3.94,3.12,0.5,2.685,2.125,3.375,1.5,2.315,4.4350000000000005,0.5,3.75,4.0600000000000005,4.0600000000000005,4.0,3.12,3.5,1.5,3.5,1.56,4.0,0,0,9,9
29-1071.01,Anesthesiologist Assistants,3.5,2.88,3.12,3.38,3.88,2.5,0.25,1.62,0.0,2.62,3.0,3.25,3.75,2.88,1.0,2.38,1.38,3.0,3.88,3.75,3.38,3.0,3.0,2.88,4.38,0.0,3.38,4.12,3.88,2.62,3.62,0.0,4.12,2.0,2.62,2.88,3.62,0.0,0.0,3.62,3.5,3.0,1.75,1.88,2.62,3.0,2.62,3.25,3.0,2.12,4.12,3.75,3.56,3.94,3.25,3.31,3.685,2.0,2.315,0.935,3.0,3.62,3.065,1.5,2.06,2.75,2.88,3.815,2.63,3.19,1.25,3.44,2.69,1.0,2.88,4.0,1.94,2.94,3.375,3.37,3.685,2.815,2.935,1.565,3.25,2.5,3.31,2,2,8,8
29-1081.00,Podiatrists,3.12,1.62,3.88,3.25,4.75,1.88,0.0,0.75,0.5,1.12,3.0,3.12,4.0,3.5,0.0,0.38,0.38,2.0,5.12,3.88,3.25,2.88,3.0,2.5,4.0,0.0,3.0,5.12,5.12,3.38,3.0,0.0,5.38,0.88,1.38,1.25,3.0,0.0,0.0,4.0,4.0,3.12,0.0,0.5,1.75,2.62,2.12,3.0,3.5,1.62,5.12,4.25,4.44,4.3100000000000005,3.935,3.565,4.125,0.5,2.065,0.5,3.25,3.94,3.375,2.375,2.375,3.0,2.94,3.94,2.81,2.12,2.62,2.25,3.0,1.0,2.5,4.625,0.5,3.625,3.435,4.0,4.0600000000000005,3.12,3.12,2.315,3.25,1.94,4.065,0,0,9,9
29-1122.00,Occupational Therapists,2.88,2.5,3.38,2.12,4.0,2.0,0.0,1.88,0.62,2.12,2.88,3.0,3.0,3.88,0.0,2.0,2.0,2.12,4.0,4.0,2.75,2.5,2.38,2.62,3.38,0.0,2.12,4.12,4.12,3.88,2.88,0.0,4.0,0.0,0.0,0.5,3.12,0.0,0.12,4.0,4.0,2.62,0.62,2.12,2.38,2.75,2.62,2.12,2.88,0.38,4.0,4.0,3.88,4.0600000000000005,3.5,3.815,4.0,0.5,0.75,0.5,4.0,3.94,3.88,1.935,2.06,3.0,2.0,4.0600000000000005,2.94,1.31,3.06,2.12,3.06,1.375,1.935,4.0,0.5,2.75,4.0600000000000005,4.0,4.0,3.12,3.12,1.63,3.815,1.44,4.0,0,0,1,1
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",1.88,2.25,3.25,1.88,3.88,2.0,0.0,1.75,0.5,1.75,3.0,1.25,3.0,3.38,1.0,2.12,1.38,2.25,3.88,3.88,0.62,2.62,2.88,2.0,3.88,0.75,2.0,4.12,4.12,3.38,2.88,0.5,4.12,0.62,0.62,0.62,3.0,0.5,1.38,3.12,3.25,2.62,0.75,1.75,1.88,2.88,2.12,2.25,2.88,0.38,4.0,4.0,3.815,4.0,3.5,3.06,3.69,0.5,0.685,0.5,3.815,3.38,3.94,0.6200000000000001,1.185,2.815,2.0,3.875,3.0,2.0,1.065,2.25,3.12,0.94,1.63,3.94,0.5,1.69,3.69,3.94,4.0,3.06,3.06,1.81,3.06,1.12,3.875,0,0,2,2
29-1123.00,Physical Therapists,3.0,2.12,3.5,2.62,4.12,1.88,0.0,2.62,0.75,2.88,2.88,3.0,3.12,3.12,0.0,2.25,2.0,2.0,4.12,3.88,3.0,2.75,2.88,3.0,3.62,0.0,2.75,4.25,4.62,3.12,2.88,0.0,4.12,1.12,1.12,0.75,2.88,0.0,0.12,3.62,3.62,2.75,1.5,2.12,3.12,2.88,3.0,2.12,3.0,1.88,4.0,4.0,3.185,4.0600000000000005,3.38,3.5,3.94,1.0,1.315,0.685,3.5,3.815,3.12,1.56,1.75,3.0,2.37,3.88,3.0,1.875,2.75,2.185,3.06,1.25,1.94,4.19,1.0,2.685,4.0,4.0,4.0600000000000005,3.12,3.06,1.75,3.685,1.875,3.94,0,0,1,1
29-1124.00,Radiation Therapists,3.5,2.12,3.5,3.12,3.88,2.25,0.0,1.88,0.0,2.25,3.12,3.25,3.12,3.0,0.75,2.0,1.5,2.12,3.25,3.88,3.0,3.0,2.88,3.0,3.75,1.0,2.88,4.0,4.0,2.62,3.12,0.88,3.88,2.25,2.88,2.88,3.12,1.62,1.38,3.5,3.5,2.75,2.0,1.75,2.88,2.88,2.0,2.75,2.88,1.88,4.0,3.38,3.0,3.815,3.06,3.185,3.625,2.75,2.62,0.5,3.19,3.0,2.94,1.5,1.75,2.88,2.815,3.315,2.56,3.31,2.62,3.38,2.685,1.435,3.13,3.815,2.185,2.875,3.25,3.5,3.375,2.685,2.685,1.44,3.185,2.815,3.185,2,2,8,8
29-1125.00,Recreational Therapists,3.0,2.0,3.0,1.62,4.0,2.0,0.5,2.0,1.88,2.38,3.0,2.5,2.88,3.25,0.75,2.5,1.62,1.75,3.88,3.62,2.12,2.0,2.25,2.75,3.38,0.62,2.0,4.12,4.0,3.75,3.0,1.0,4.0,0.62,1.38,1.88,3.0,0.5,1.25,3.5,3.5,2.12,1.38,2.38,2.62,3.0,2.88,1.5,2.75,0.75,4.0,4.0,3.315,4.0,3.5,3.94,3.94,0.5,0.8799999999999999,0.5,3.815,3.12,3.44,1.75,1.94,2.875,2.0,3.63,3.12,1.5,2.875,1.625,3.565,1.06,1.63,3.94,0.5,1.875,4.1850000000000005,4.0600000000000005,4.0,2.94,3.0,1.5,3.185,1.0,3.94,0,0,1,1
29-1126.00,Respiratory Therapists,3.12,2.75,3.38,3.0,3.75,2.12,0.0,1.75,0.0,2.38,3.0,3.12,3.0,2.75,0.62,1.88,1.5,2.75,3.88,3.75,2.88,2.88,2.75,2.88,3.88,0.62,2.88,4.0,4.0,3.0,3.12,1.0,4.0,2.38,2.25,2.38,2.88,0.75,0.5,3.25,3.25,2.75,2.0,2.0,2.38,2.88,2.12,2.88,2.5,2.12,3.75,3.62,3.62,3.88,3.25,3.19,3.94,2.315,2.315,0.5,3.125,3.44,3.06,1.63,1.81,2.94,2.815,3.88,2.88,2.94,2.12,3.0,2.88,1.0,3.0,3.81,2.185,3.25,3.62,3.685,3.875,2.88,2.94,1.75,3.12,2.25,3.31,2,2,8,8
29-1127.00,Speech-Language Pathologists,1.38,3.0,4.0,0.12,4.12,0.38,0.0,0.0,0.0,0.38,2.5,1.88,4.0,4.12,0.0,0.0,0.0,3.88,4.38,4.12,0.75,2.88,2.88,0.12,3.75,0.0,2.5,4.88,5.0,3.88,3.12,0.0,4.25,0.0,0.0,0.12,2.88,0.5,0.0,4.62,5.38,3.25,0.0,0.12,0.25,2.62,1.62,1.62,2.62,1.12,4.5,4.75,4.065,4.12,3.88,3.5,4.12,0.5,1.06,0.5,3.94,3.815,4.0600000000000005,0.5,0.6200000000000001,2.5,2.19,4.0,2.88,1.185,3.06,2.0,2.94,1.25,2.25,4.5600000000000005,0.5,2.94,3.75,4.1850000000000005,4.125,3.185,3.37,1.88,3.25,1.12,4.19,0,0,9,9
29-1128.00,Exercise Physiologists,2.62,2.12,3.62,2.0,4.0,1.38,0.62,2.12,1.0,2.75,2.88,2.0,3.0,3.5,0.0,1.88,1.88,2.12,4.5,3.62,2.0,2.88,2.38,2.62,3.25,0.0,2.88,4.62,4.75,3.75,2.88,0.0,4.12,1.25,1.0,0.75,2.88,0.0,0.0,4.0,3.88,2.75,1.25,2.62,2.25,2.62,3.0,2.0,2.75,1.25,4.62,4.12,3.565,4.0,3.56,3.37,4.0,0.75,1.5,0.75,3.875,3.815,3.5,1.25,1.37,2.94,2.94,3.875,3.0,1.875,2.185,2.25,3.31,1.5,2.06,4.25,0.685,2.94,3.875,3.815,4.0600000000000005,3.12,3.12,1.875,3.06,1.625,3.94,0,0,1,1
29-1129.01,Art Therapists,2.88,1.62,3.25,1.88,4.0,0.38,0.0,0.25,1.12,0.62,3.0,3.0,3.0,4.0,0.0,0.75,0.75,1.88,4.0,3.5,2.12,2.12,2.12,1.25,4.0,0.0,2.12,4.38,4.25,3.88,2.25,0.0,4.0,0.0,1.0,1.12,3.0,0.0,0.0,3.88,3.88,2.5,0.12,1.25,1.75,2.12,0.88,3.12,3.0,0.75,4.12,4.12,3.815,4.0,3.565,3.25,3.94,0.5,1.44,0.5,3.06,3.88,3.5,1.19,1.69,3.06,2.12,3.94,3.0,0.5,2.185,1.56,3.185,1.38,1.315,3.94,0.5,1.875,3.935,4.565,4.0600000000000005,3.06,3.125,1.44,3.315,0.6200000000000001,3.81,0,0,2,2
29-1129.02,Music Therapists,3.0,3.12,3.12,2.62,4.0,1.62,0.0,1.5,1.88,1.25,2.88,2.88,2.88,3.88,0.0,1.25,1.12,3.5,4.0,3.75,2.75,2.0,2.75,2.0,3.12,0.0,2.0,4.0,4.12,3.88,3.0,0.0,4.0,0.0,1.0,1.38,3.75,1.12,0.0,4.0,3.88,2.75,0.5,1.75,2.0,3.0,1.88,2.12,2.75,1.38,4.0,4.0,3.5,4.0600000000000005,3.315,3.315,4.0,0.5,1.185,0.5,3.435,3.75,3.75,1.5,1.81,2.815,1.81,3.875,3.25,0.5,1.565,1.94,3.25,0.8799999999999999,1.75,4.0,0.5,1.315,3.94,4.375,3.94,3.12,3.065,1.565,3.06,1.56,3.5,0,0,1,1
29-1131.00,Veterinarians,3.88,2.25,3.5,3.62,4.25,1.88,0.12,1.88,0.5,2.12,3.0,3.88,3.38,3.38,0.12,2.0,1.0,2.5,4.88,4.0,3.5,3.12,2.38,3.12,4.25,0.12,3.12,4.38,4.25,3.38,2.38,0.12,5.12,1.38,1.5,1.5,3.0,0.0,0.12,3.5,3.5,2.88,0.25,1.88,2.5,2.88,2.25,2.88,3.0,2.0,4.38,4.12,4.19,4.1850000000000005,3.815,3.31,4.065,0.6200000000000001,1.435,0.5,3.31,4.0,3.0,2.0,2.0,3.0,3.12,3.5,2.88,1.69,2.75,2.315,2.94,0.75,2.12,4.5,0.5,4.0,3.5,3.565,4.065,3.0,3.125,1.44,3.375,1.44,3.81,0,0,9,9
29-1141.00,Registered Nurses,3.62,3.0,3.88,3.12,4.0,2.0,0.88,2.0,1.12,3.0,3.12,3.12,3.75,3.12,0.0,2.0,1.62,2.0,4.88,4.0,3.0,3.0,3.0,3.0,3.88,0.0,3.0,4.88,4.75,3.12,3.12,0.0,5.0,0.75,2.0,2.12,3.5,0.12,0.5,4.0,3.88,3.12,1.88,2.88,3.12,3.12,3.0,2.88,3.12,1.75,4.25,3.88,3.81,4.125,3.44,4.0,4.0600000000000005,0.5,1.38,0.5,3.5,3.815,3.435,1.5,1.815,2.75,3.0,3.875,2.815,2.185,1.875,2.94,2.88,1.12,2.94,4.065,0.6200000000000001,2.88,4.0,4.25,4.125,2.94,3.0,1.5,3.12,1.63,3.815,0,0,9,9
29-1141.01,Acute Care Nurses,1.5,2.25,3.5,1.5,4.12,1.25,0.25,1.25,1.75,1.5,3.12,2.5,3.12,3.25,0.0,2.0,1.62,2.0,4.25,4.0,1.12,2.88,2.88,1.25,4.0,0.0,2.62,4.5,4.25,3.0,3.0,0.0,4.88,0.62,2.12,2.0,3.12,0.12,0.12,3.75,3.62,3.12,0.38,1.75,2.38,3.0,1.75,2.88,2.88,1.25,4.38,4.12,4.125,4.0600000000000005,3.75,3.94,4.0600000000000005,0.5,1.685,0.5,3.81,3.94,3.565,1.75,1.935,3.06,3.0,4.125,3.0,2.815,2.185,3.06,3.185,0.94,2.56,4.5,0.5,3.0,4.1850000000000005,4.375,4.0600000000000005,3.0,3.25,1.63,3.44,1.87,4.0,0,0,1,1
29-1141.02,Advanced Practice Psychiatric Nurses,0.12,2.0,3.5,0.0,4.12,0.62,0.0,0.38,1.75,0.12,2.88,1.38,3.0,3.38,0.0,1.0,0.88,1.75,4.25,4.0,0.38,2.62,2.75,0.38,3.75,0.0,2.88,4.38,4.75,3.25,2.88,0.0,5.0,0.0,1.38,0.88,2.88,0.0,0.0,3.75,4.0,3.0,0.12,1.25,1.88,2.62,1.38,2.38,2.25,0.38,4.25,4.0,3.94,4.25,3.69,3.815,4.0,0.5,0.5,0.5,3.5,4.0,3.75,1.94,2.0,2.94,2.685,4.0,3.75,0.5,1.06,1.875,3.685,1.185,0.8799999999999999,4.125,0.5,2.815,3.815,4.565,4.0600000000000005,3.315,3.12,1.185,3.94,0.5,4.0,0,0,2,2
29-1141.03,Critical Care Nurses,3.62,2.88,3.88,2.88,4.12,2.38,0.0,2.12,2.12,2.75,3.12,3.12,3.88,3.62,0.5,2.25,2.0,2.88,4.12,3.88,3.0,3.0,2.88,2.88,4.0,0.0,2.88,4.62,4.12,3.25,3.88,0.0,5.0,1.62,2.62,2.12,3.75,0.0,0.0,3.88,4.0,3.62,1.75,2.12,2.88,3.0,3.0,2.88,2.88,2.12,4.0,3.88,3.94,4.0,3.63,3.94,4.0600000000000005,0.5,1.06,0.75,3.5,3.94,3.31,1.935,2.0,3.0,2.88,4.0600000000000005,3.12,2.685,2.685,3.25,3.37,1.315,2.62,4.0,0.5,3.06,4.0,4.0600000000000005,4.0,2.815,2.815,1.44,3.435,2.0,3.69,0,0,9,9
29-1141.04,Clinical Nurse Specialists,2.88,2.75,4.0,2.5,4.25,2.0,0.0,1.25,0.88,2.0,3.12,2.62,3.0,3.5,0.0,1.62,1.5,2.0,4.25,4.0,2.75,3.0,3.0,2.5,3.88,0.0,3.0,4.88,4.38,3.38,3.0,0.12,4.25,0.5,1.75,1.5,3.12,0.0,0.25,4.12,4.12,3.0,0.38,2.0,2.12,3.0,2.12,3.0,2.75,1.38,4.38,4.12,4.125,4.0,4.0,3.94,4.125,0.5,0.5,0.5,3.81,4.125,3.81,1.5,1.875,3.06,2.75,4.0,3.0,1.625,3.31,2.75,3.75,0.6200000000000001,2.25,4.19,0.5,3.375,4.0,4.125,4.12,3.125,3.185,1.0,3.81,1.315,3.94,0,0,9,9
29-1151.00,Nurse Anesthetists,3.12,2.88,3.75,3.0,4.12,2.12,0.0,1.62,0.38,2.12,3.12,3.0,3.25,3.75,1.12,1.25,1.25,2.75,4.25,4.0,3.0,3.12,3.0,2.88,4.0,0.0,3.12,5.0,4.25,3.25,3.38,0.0,5.0,2.12,2.5,1.75,4.0,0.0,0.0,3.38,3.38,3.25,0.12,1.88,2.25,3.12,2.25,3.0,3.12,2.12,4.5,4.0,4.0,4.0,4.125,3.63,4.0600000000000005,2.185,2.75,0.5,3.5,4.0600000000000005,3.44,1.875,2.185,2.88,3.25,4.0,3.06,2.88,2.81,3.25,3.12,0.815,3.06,4.1850000000000005,2.06,3.88,3.94,3.88,4.0,3.12,3.12,1.44,3.38,2.44,3.44,0,0,1,1
